PO_ID,PO_Date,Invoice_Date,Payment_Date,Category,Item_Description,Supplier_Name,Business_Unit,Quantity,Unit_Price,Total_Cost,Contract_Flag,PO_Year,PO_Month,PO_Quarter
PO-01839,2023-10-27,2023-11-15,2023-11-15,Logistics,Logistics - Item 204,QuickShip Ltd,Marketing,30,3545.81,106374.3,Y,2023,10,Q4
PO-01840,2023-01-28,2023-02-09,2023-03-25,Logistics,Logistics - Item 592,CrossBorder Express,Operations,17,6087.57,103488.69,Y,2023,1,Q1
PO-01841,2023-03-04,2023-03-18,2023-03-23,Raw Materials,Raw Materials - Item 615,AlphaMetals Ltd,Operations,12,4572.92,54875.04,Y,2023,3,Q1
PO-01842,2023-11-29,2023-12-16,2024-01-16,Professional Services,Professional Services - Item 251,StrategyFirst Partners,Operations,17,15198.44,258373.48,Y,2023,11,Q4
PO-01843,2024-04-06,2024-04-17,2024-05-15,Raw Materials,Raw Materials - Item 247,AlphaMetals Ltd,Operations,17,1027.46,17466.82,Y,2024,4,Q2
PO-01844,2024-05-04,2024-05-13,2024-06-14,Office Supplies,Office Supplies - Item 466,DeskPro Supplies,R&D,36,474.19,17070.84,Y,2024,5,Q2
PO-01845,2023-05-09,2023-05-26,2023-06-09,Raw Materials,Raw Materials - Item 705,GlobalMat Corp,Supply Chain,27,4675.11,126227.97,Y,2023,5,Q2
PO-01846,2023-08-28,2023-09-06,2023-10-20,Raw Materials,Raw Materials - Item 585,GlobalMat Corp,Marketing,23,4132.61,95050.03,Y,2023,8,Q3
PO-01847,2023-07-24,2023-08-04,2023-08-28,IT & Software,IT & Software - Item 798,InfraCloud Ltd,Finance,28,12055.12,337543.36,N,2023,7,Q3
PO-01848,2023-11-26,2023-12-03,2024-01-07,Logistics,Logistics - Item 700,CrossBorder Express,HR,46,2767.52,127305.92,Y,2023,11,Q4
PO-01849,2023-01-29,2023-02-08,2023-02-26,MRO,MRO - Item 161,Industrial Direct,Supply Chain,26,1052.81,27373.06,Y,2023,1,Q1
PO-01850,2023-06-30,2023-07-18,2023-08-15,Raw Materials,Raw Materials - Item 721,PrimeChem Solutions,Operations,30,4311.22,129336.6,Y,2023,6,Q2
PO-01851,2023-05-04,2023-05-21,2023-06-23,Marketing,Marketing - Item 690,BrandBoost Agency,Marketing,35,5464.04,191241.4,Y,2023,5,Q2
PO-01852,2023-08-27,2023-09-01,2023-09-22,Raw Materials,Raw Materials - Item 284,SteelCore Industries,IT,14,3418.05,47852.7,Y,2023,8,Q3
PO-01853,2024-02-28,2024-03-06,2024-04-14,Marketing,Marketing - Item 162,CreativeWorks Inc,Operations,18,2868.86,51639.48,N,2024,2,Q1
PO-01854,2024-03-08,2024-03-27,2024-04-04,Logistics,Logistics - Item 897,FreightMaster Inc,Supply Chain,14,5961.76,83464.64,Y,2024,3,Q1
PO-01855,2023-02-10,2023-02-23,2023-03-13,Facilities,Facilities - Item 485,FaciliTech Corp,Finance,12,1287.79,15453.48,Y,2023,2,Q1
PO-01856,2023-08-18,2023-08-30,2023-09-02,Facilities,Facilities - Item 676,CleanPro Services,HR,28,3183.21,89129.88,Y,2023,8,Q3
PO-01857,2023-02-03,2023-02-18,2023-03-25,Professional Services,Professional Services - Item 211,StrategyFirst Partners,Operations,40,15640.5,625620.0,N,2023,2,Q1
PO-01858,2023-08-13,2023-08-21,2023-10-03,Professional Services,Professional Services - Item 941,StrategyFirst Partners,Operations,12,10135.36,121624.32,N,2023,8,Q3
PO-01859,2024-02-01,2024-02-20,2024-03-13,MRO,MRO - Item 504,Industrial Direct,Marketing,4,228.66,914.64,N,2024,2,Q1
PO-01860,2023-12-06,2023-12-22,2024-01-30,Facilities,Facilities - Item 123,BuildRight Maintenance,Sales,14,1720.58,24088.12,Y,2023,12,Q4
PO-01861,2024-04-08,2024-04-13,2024-05-19,Professional Services,Professional Services - Item 273,LegalEdge Associates,Finance,48,9878.18,474152.64,Y,2024,4,Q2
PO-01862,2023-02-15,2023-03-03,2023-03-06,Logistics,Logistics - Item 895,LocalFreight Co,HR,11,4555.48,50110.28,N,2023,2,Q1
PO-01863,2023-11-03,2023-11-19,2023-11-28,Facilities,Facilities - Item 297,BuildRight Maintenance,Finance,3,1678.54,5035.62,Y,2023,11,Q4
PO-01864,2023-09-11,2023-09-27,2023-10-17,Raw Materials,Raw Materials - Item 973,SafeGuard Equipment,Operations,10,4417.7,44177.0,Y,2023,9,Q3
PO-01865,2023-03-02,2023-03-16,2023-04-11,Raw Materials,Raw Materials - Item 811,SteelCore Industries,Finance,46,3538.71,162780.66,Y,2023,3,Q1
PO-01866,2023-08-02,2023-08-11,2023-09-13,IT & Software,IT & Software - Item 107,CloudTech Systems,Supply Chain,16,5135.04,82160.64,Y,2023,8,Q3
PO-01867,2023-01-28,2023-02-03,2023-03-21,MRO,MRO - Item 554,ProParts Inc,Sales,18,1047.87,18861.66,Y,2023,1,Q1
PO-01868,2023-12-08,2023-12-25,2024-01-23,Professional Services,Professional Services - Item 302,HRPro Consultants,Sales,4,2655.11,10620.44,N,2023,12,Q4
PO-01869,2023-03-19,2023-03-26,2023-04-20,Logistics,Logistics - Item 679,FreightMaster Inc,Operations,25,1796.98,44924.5,N,2023,3,Q1
PO-01870,2023-07-28,2023-08-17,2023-08-18,Office Supplies,Office Supplies - Item 481,PrintMaster Co,Operations,26,237.99,6187.74,Y,2023,7,Q3
PO-01871,2023-08-26,2023-09-08,2023-10-05,Professional Services,Professional Services - Item 492,StrategyFirst Partners,R&D,10,13545.22,135452.2,Y,2023,8,Q3
PO-01872,2023-04-16,2023-04-26,2023-06-07,Facilities,Facilities - Item 775,BuildRight Maintenance,Sales,50,687.25,34362.5,Y,2023,4,Q2
PO-01873,2024-06-29,2024-07-15,2024-08-04,Office Supplies,Office Supplies - Item 110,OfficeWorld Ltd,Operations,7,42.33,296.31,Y,2024,6,Q2
PO-01874,2023-11-22,2023-12-11,2024-01-09,Raw Materials,Raw Materials - Item 596,GlobalMat Corp,Operations,20,1432.82,28656.4,Y,2023,11,Q4
PO-01875,2024-04-17,2024-04-29,2024-05-07,IT & Software,IT & Software - Item 825,NetSecure Pro,Operations,17,9617.16,163491.72,Y,2024,4,Q2
PO-01876,2023-09-18,2023-10-08,2023-10-22,IT & Software,IT & Software - Item 604,SoftEdge Inc,HR,12,9688.94,116267.28,Y,2023,9,Q3
PO-01877,2023-02-12,2023-03-02,2023-04-03,Logistics,Logistics - Item 462,PortLink Services,Operations,16,6242.23,99875.68,Y,2023,2,Q1
PO-01878,2023-04-08,2023-04-23,2023-04-26,MRO,MRO - Item 751,FastTrack MRO,Finance,43,463.99,19951.57,Y,2023,4,Q2
PO-01879,2024-05-30,2024-06-19,2024-07-11,Professional Services,Professional Services - Item 238,LegalEdge Associates,Operations,11,18768.56,206454.16,N,2024,5,Q2
PO-01880,2024-02-19,2024-03-01,2024-03-24,Professional Services,Professional Services - Item 982,BuildRight Maintenance,Finance,43,11108.43,477662.49,Y,2024,2,Q1
PO-01881,2023-11-23,2023-12-03,2023-12-14,Professional Services,Professional Services - Item 461,LegalEdge Associates,Operations,12,15741.17,188894.04,Y,2023,11,Q4
PO-01882,2024-02-20,2024-02-25,2024-04-16,Raw Materials,Raw Materials - Item 192,AlphaMetals Ltd,Operations,38,4815.42,182985.96,Y,2024,2,Q1
PO-01883,2023-06-23,2023-07-11,2023-08-21,Professional Services,Professional Services - Item 503,Apex Consulting Group,Finance,39,758.55,29583.45,Y,2023,6,Q2
PO-01884,2023-06-24,2023-07-10,2023-08-15,Facilities,Facilities - Item 540,BuildRight Maintenance,IT,22,2277.48,50104.56,Y,2023,6,Q2
PO-01885,2023-07-18,2023-07-30,2023-08-07,Raw Materials,Raw Materials - Item 351,AlphaMetals Ltd,Operations,40,620.39,24815.6,N,2023,7,Q3
PO-01886,2024-01-15,2024-01-20,2024-02-23,Professional Services,Professional Services - Item 811,Apex Consulting Group,Operations,6,2606.61,15639.66,N,2024,1,Q1
PO-01887,2023-02-17,2023-03-07,2023-03-11,Logistics,Logistics - Item 950,CleanPro Services,Operations,3,2645.66,7936.98,Y,2023,2,Q1
PO-01888,2023-02-26,2023-03-13,2023-04-18,Logistics,Logistics - Item 333,SwiftLogistics Group,Finance,46,7652.12,351997.52,Y,2023,2,Q1
PO-01889,2024-04-19,2024-05-07,2024-05-16,Raw Materials,Raw Materials - Item 217,SteelCore Industries,Supply Chain,15,4007.54,60113.1,Y,2024,4,Q2
PO-01890,2023-01-13,2023-01-30,2023-02-03,IT & Software,IT & Software - Item 457,CloudTech Systems,Marketing,20,1740.2,34804.0,N,2023,1,Q1
PO-01891,2023-10-10,2023-10-30,2023-11-17,Facilities,Facilities - Item 530,FaciliTech Corp,Operations,31,1964.76,60907.56,Y,2023,10,Q4
PO-01892,2023-02-02,2023-02-22,2023-02-21,Logistics,Logistics - Item 435,AirCargo Solutions,Sales,3,7106.63,21319.89,Y,2023,2,Q1
PO-01893,2023-12-15,2023-12-25,2024-01-18,Raw Materials,Raw Materials - Item 142,SteelCore Industries,Operations,40,3536.06,141442.4,N,2023,12,Q4
PO-01894,2023-06-22,2023-07-07,2023-08-03,MRO,MRO - Item 915,Industrial Direct,Marketing,32,280.32,8970.24,Y,2023,6,Q2
PO-01895,2023-07-21,2023-08-06,2023-09-08,Logistics,Logistics - Item 863,FreightMaster Inc,HR,11,2937.22,32309.42,N,2023,7,Q3
PO-01896,2023-08-19,2023-09-01,2023-10-18,MRO,MRO - Item 164,Industrial Direct,HR,30,301.73,9051.9,Y,2023,8,Q3
PO-01897,2023-01-13,2023-01-23,2023-02-14,Marketing,Marketing - Item 193,CloudTech Systems,Operations,41,13380.27,548591.07,N,2023,1,Q1
PO-01898,2024-02-05,2024-02-12,2024-03-25,Professional Services,Professional Services - Item 368,FinanceWise Advisory,Sales,3,11178.08,33534.24,N,2024,2,Q1
PO-01899,2024-03-13,2024-03-26,2024-04-30,Raw Materials,Raw Materials - Item 382,GlobalMat Corp,IT,15,2604.71,39070.65,Y,2024,3,Q1
PO-01900,2023-08-06,2023-08-19,2023-09-16,Logistics,Logistics - Item 524,FreightMaster Inc,HR,42,7485.95,314409.9,Y,2023,8,Q3
PO-01901,2024-04-23,2024-04-30,2024-06-21,Raw Materials,Raw Materials - Item 631,GlobalMat Corp,IT,5,1885.35,9426.75,N,2024,4,Q2
PO-01902,2024-01-17,2024-01-22,2024-02-08,Professional Services,Professional Services - Item 895,LegalEdge Associates,Supply Chain,31,17293.62,536102.22,Y,2024,1,Q1
PO-01903,2024-06-13,2024-07-01,2024-07-21,MRO,MRO - Item 870,LegalEdge Associates,Sales,25,87.21,2180.25,N,2024,6,Q2
PO-01904,2024-03-14,2024-03-31,2024-03-30,Raw Materials,Raw Materials - Item 594,SteelCore Industries,Operations,28,3533.65,98942.2,Y,2024,3,Q1
PO-01905,2024-03-26,2024-04-13,2024-04-21,IT & Software,IT & Software - Item 520,TechBridge Corp,IT,8,6138.63,49109.04,N,2024,3,Q1
PO-01906,2024-05-01,2024-05-12,2024-06-06,Office Supplies,Office Supplies - Item 614,PrintMaster Co,Sales,29,259.33,7520.57,N,2024,5,Q2
PO-01907,2023-12-04,2023-12-24,2023-12-29,IT & Software,IT & Software - Item 509,CloudTech Systems,IT,27,2983.57,80556.39,Y,2023,12,Q4
PO-01908,2023-01-25,2023-02-02,2023-02-17,Professional Services,Professional Services - Item 811,HRPro Consultants,Finance,43,13101.05,563345.15,Y,2023,1,Q1
PO-01909,2024-04-11,2024-04-16,2024-05-24,Raw Materials,Raw Materials - Item 516,PrimeChem Solutions,Marketing,35,4507.71,157769.85,N,2024,4,Q2
PO-01910,2024-02-05,2024-02-15,2024-03-03,Raw Materials,Raw Materials - Item 885,GlobalMat Corp,IT,44,4065.43,178878.92,Y,2024,2,Q1
PO-01911,2024-06-05,2024-06-20,2024-08-03,Facilities,Facilities - Item 887,FaciliTech Corp,Supply Chain,32,416.99,13343.68,N,2024,6,Q2
PO-01912,2023-07-28,2023-08-10,2023-09-20,Professional Services,Professional Services - Item 275,Apex Consulting Group,Marketing,35,9811.23,343393.05,N,2023,7,Q3
PO-01913,2024-02-19,2024-03-02,2024-04-17,IT & Software,IT & Software - Item 434,CloudTech Systems,Sales,43,3613.66,155387.38,Y,2024,2,Q1
PO-01914,2023-11-06,2023-11-23,2023-11-22,IT & Software,IT & Software - Item 713,SoftEdge Inc,Operations,37,7244.92,268062.04,Y,2023,11,Q4
PO-01915,2023-07-03,2023-07-15,2023-08-04,Raw Materials,Raw Materials - Item 674,PrimeChem Solutions,Operations,39,2998.3,116933.7,Y,2023,7,Q3
PO-01916,2024-06-08,2024-06-16,2024-07-22,Professional Services,Professional Services - Item 524,FinanceWise Advisory,Supply Chain,45,14386.67,647400.15,Y,2024,6,Q2
PO-01917,2024-04-27,2024-05-03,2024-06-22,Logistics,Logistics - Item 205,FreightMaster Inc,IT,43,1852.77,79669.11,Y,2024,4,Q2
PO-01918,2024-01-24,2024-02-12,2024-02-20,IT & Software,IT & Software - Item 893,SoftEdge Inc,Supply Chain,42,5969.0,250698.0,Y,2024,1,Q1
PO-01919,2023-02-17,2023-02-23,2023-03-05,Raw Materials,Raw Materials - Item 630,PrimeChem Solutions,Operations,3,2130.32,6390.96,Y,2023,2,Q1
PO-01920,2023-03-09,2023-03-24,2023-04-12,Logistics,Logistics - Item 870,CrossBorder Express,Sales,12,5602.29,67227.48,Y,2023,3,Q1
PO-01921,2023-01-31,2023-02-19,2023-03-28,IT & Software,IT & Software - Item 746,ToolMaster Supply,IT,22,10699.58,235390.76,Y,2023,1,Q1
PO-01922,2023-10-10,2023-10-20,2023-11-01,Raw Materials,Raw Materials - Item 919,SteelCore Industries,Supply Chain,47,3608.07,169579.29,Y,2023,10,Q4
PO-01923,2024-04-28,2024-05-08,2024-06-22,Logistics,Logistics - Item 531,CrossBorder Express,HR,16,5067.05,81072.8,N,2024,4,Q2
PO-01924,2023-07-19,2023-08-03,2023-08-19,IT & Software,IT & Software - Item 634,DataCore Solutions,Operations,25,7119.07,177976.75,N,2023,7,Q3
PO-01925,2024-05-11,2024-05-22,2024-06-18,Facilities,Facilities - Item 517,BuildRight Maintenance,Marketing,43,478.87,20591.41,N,2024,5,Q2
PO-01926,2023-01-20,2023-02-08,2023-03-12,IT & Software,IT & Software - Item 514,CloudTech Systems,Operations,1,2299.96,2299.96,Y,2023,1,Q1
PO-01927,2023-03-02,2023-03-16,2023-04-30,MRO,MRO - Item 143,SafeGuard Equipment,Operations,19,386.72,7347.68,N,2023,3,Q1
PO-01928,2023-12-27,2024-01-01,2024-01-28,MRO,MRO - Item 348,Industrial Direct,IT,35,1303.37,45617.95,Y,2023,12,Q4
PO-01929,2024-02-14,2024-02-26,2024-03-31,Facilities,Facilities - Item 630,FaciliTech Corp,IT,23,2672.28,61462.44,Y,2024,2,Q1
PO-01930,2024-01-14,2024-02-01,2024-02-27,MRO,MRO - Item 390,Industrial Direct,R&D,15,654.5,9817.5,N,2024,1,Q1
PO-01931,2023-03-17,2023-03-30,2023-04-04,Raw Materials,Raw Materials - Item 290,PrimeChem Solutions,IT,43,4212.54,181139.22,N,2023,3,Q1
PO-01932,2024-06-21,2024-07-09,2024-08-11,MRO,MRO - Item 281,Industrial Direct,Sales,27,685.85,18517.95,Y,2024,6,Q2
PO-01933,2023-07-13,2023-07-25,2023-09-04,Facilities,Facilities - Item 320,FaciliTech Corp,Supply Chain,43,2524.91,108571.13,N,2023,7,Q3
PO-01934,2023-11-25,2023-12-13,2024-01-02,Professional Services,Professional Services - Item 112,FinanceWise Advisory,IT,46,10386.33,477771.18,Y,2023,11,Q4
PO-01935,2023-11-05,2023-11-20,2023-11-26,Raw Materials,Raw Materials - Item 304,SteelCore Industries,HR,17,5298.88,90080.96,N,2023,11,Q4
PO-01936,2024-06-24,2024-07-08,2024-07-27,Professional Services,Professional Services - Item 150,LegalEdge Associates,Operations,1,1157.03,1157.03,Y,2024,6,Q2
PO-01937,2024-04-22,2024-05-06,2024-05-09,Office Supplies,Office Supplies - Item 848,DeskPro Supplies,Marketing,20,385.23,7704.6,Y,2024,4,Q2
PO-01938,2023-03-14,2023-03-23,2023-04-28,Raw Materials,Raw Materials - Item 133,SteelCore Industries,Supply Chain,10,4717.76,47177.6,Y,2023,3,Q1
PO-01939,2024-03-21,2024-03-30,2024-04-26,IT & Software,IT & Software - Item 156,DataCore Solutions,Operations,45,1851.52,83318.4,N,2024,3,Q1
PO-01940,2024-06-15,2024-06-28,2024-07-06,Raw Materials,Raw Materials - Item 672,SteelCore Industries,HR,28,3005.44,84152.32,Y,2024,6,Q2
PO-01941,2024-02-15,2024-02-24,2024-03-26,Raw Materials,Raw Materials - Item 104,NorthStar Composites,Supply Chain,3,3552.29,10656.87,Y,2024,2,Q1
PO-01942,2023-03-29,2023-04-13,2023-05-19,Logistics,Logistics - Item 591,LastMile Delivery,Operations,27,1079.51,29146.77,Y,2023,3,Q1
PO-01943,2023-06-06,2023-06-26,2023-07-10,Professional Services,Professional Services - Item 363,FinanceWise Advisory,R&D,1,6923.84,6923.84,Y,2023,6,Q2
PO-01944,2023-05-04,2023-05-10,2023-05-19,Professional Services,Professional Services - Item 608,HRPro Consultants,Sales,40,6530.22,261208.8,Y,2023,5,Q2
PO-01945,2024-05-16,2024-05-26,2024-07-12,Logistics,Logistics - Item 146,SwiftLogistics Group,R&D,15,4513.17,67697.55,Y,2024,5,Q2
PO-01946,2023-05-31,2023-06-19,2023-06-28,IT & Software,IT & Software - Item 141,SoftEdge Inc,HR,38,2451.75,93166.5,Y,2023,5,Q2
PO-01947,2023-07-14,2023-08-03,2023-08-15,MRO,MRO - Item 541,Industrial Direct,R&D,29,475.73,13796.17,Y,2023,7,Q3
PO-01948,2023-01-27,2023-02-16,2023-03-27,Logistics,Logistics - Item 523,FreightMaster Inc,Operations,5,7977.27,39886.35,Y,2023,1,Q1
PO-01949,2023-11-26,2023-12-03,2024-01-02,Raw Materials,Raw Materials - Item 594,SteelCore Industries,IT,45,3411.84,153532.8,Y,2023,11,Q4
PO-01950,2023-09-02,2023-09-09,2023-10-25,Marketing,Marketing - Item 671,MediaEdge Solutions,Finance,25,2901.29,72532.25,Y,2023,9,Q3
PO-01951,2023-12-29,2024-01-11,2024-01-29,Logistics,Logistics - Item 835,CrossBorder Express,Operations,7,2957.18,20700.26,N,2023,12,Q4
PO-01952,2024-02-06,2024-02-11,2024-03-10,IT & Software,IT & Software - Item 701,SoftEdge Inc,Supply Chain,32,8890.99,284511.68,Y,2024,2,Q1
PO-01953,2023-09-09,2023-09-18,2023-10-09,Facilities,Facilities - Item 282,SecureGuard Systems,Finance,35,814.43,28505.05,Y,2023,9,Q3
PO-01954,2023-03-25,2023-04-06,2023-04-11,Professional Services,Professional Services - Item 626,SwiftLogistics Group,HR,11,16167.39,177841.29,Y,2023,3,Q1
PO-01955,2024-01-16,2024-01-21,2024-03-05,Office Supplies,Office Supplies - Item 255,OfficeWorld Ltd,R&D,45,386.42,17388.9,Y,2024,1,Q1
PO-01956,2024-02-06,2024-02-18,2024-03-05,MRO,MRO - Item 450,Industrial Direct,R&D,45,697.85,31403.25,Y,2024,2,Q1
PO-01957,2024-03-03,2024-03-21,2024-03-21,Raw Materials,Raw Materials - Item 599,SteelCore Industries,R&D,2,3135.01,6270.02,Y,2024,3,Q1
PO-01958,2023-02-13,2023-02-20,2023-03-07,Logistics,Logistics - Item 653,CrossBorder Express,R&D,11,638.01,7018.11,Y,2023,2,Q1
PO-01959,2023-10-16,2023-10-29,2023-12-04,Facilities,Facilities - Item 666,BuildRight Maintenance,Supply Chain,25,1101.13,27528.25,Y,2023,10,Q4
PO-01960,2023-12-13,2024-01-01,2024-01-15,IT & Software,IT & Software - Item 917,TechBridge Corp,Operations,8,7029.92,56239.36,Y,2023,12,Q4
PO-01961,2023-06-12,2023-06-26,2023-07-14,Raw Materials,Raw Materials - Item 591,PrimeChem Solutions,IT,31,4639.13,143813.03,Y,2023,6,Q2
PO-01962,2023-02-28,2023-03-17,2023-04-02,Facilities,Facilities - Item 863,SecureGuard Systems,Operations,13,348.43,4529.59,Y,2023,2,Q1
PO-01963,2023-03-17,2023-04-04,2023-04-09,Facilities,Facilities - Item 284,SecureGuard Systems,HR,32,2673.39,85548.48,Y,2023,3,Q1
PO-01964,2023-09-12,2023-09-26,2023-10-31,MRO,MRO - Item 116,Industrial Direct,Operations,1,244.13,244.13,Y,2023,9,Q3
PO-01965,2023-05-13,2023-05-30,2023-05-31,MRO,MRO - Item 342,PrecisionParts Co,Operations,34,610.46,20755.64,N,2023,5,Q2
PO-01966,2023-02-12,2023-03-02,2023-04-08,MRO,MRO - Item 372,SafeGuard Equipment,IT,34,1226.11,41687.74,Y,2023,2,Q1
PO-01967,2023-01-09,2023-01-14,2023-02-08,IT & Software,IT & Software - Item 246,CloudTech Systems,Operations,8,11890.82,95126.56,Y,2023,1,Q1
PO-01968,2024-01-09,2024-01-25,2024-03-08,Raw Materials,Raw Materials - Item 336,AlphaMetals Ltd,Sales,30,4531.71,135951.3,N,2024,1,Q1
PO-01969,2023-04-25,2023-05-11,2023-06-08,IT & Software,IT & Software - Item 934,InfraCloud Ltd,Operations,35,4838.35,169342.25,Y,2023,4,Q2
PO-01970,2024-05-19,2024-06-02,2024-07-08,Office Supplies,Office Supplies - Item 810,OfficeWorld Ltd,Finance,9,30.14,271.26,Y,2024,5,Q2
PO-01971,2023-10-20,2023-11-05,2023-11-26,Office Supplies,Office Supplies - Item 642,OfficeWorld Ltd,HR,8,368.9,2951.2,Y,2023,10,Q4
PO-01972,2023-08-05,2023-08-21,2023-10-02,MRO,MRO - Item 252,Industrial Direct,Finance,11,1332.47,14657.17,N,2023,8,Q3
PO-01973,2023-05-07,2023-05-21,2023-05-30,Logistics,Logistics - Item 654,FreightMaster Inc,IT,27,1072.19,28949.13,Y,2023,5,Q2
PO-01974,2024-03-09,2024-03-20,2024-04-01,Raw Materials,Raw Materials - Item 461,StrategyFirst Partners,Supply Chain,27,4443.59,119976.93,Y,2024,3,Q1
PO-01975,2023-03-06,2023-03-13,2023-04-30,MRO,MRO - Item 533,FastTrack MRO,R&D,5,714.52,3572.6,N,2023,3,Q1
PO-01976,2024-05-23,2024-06-03,2024-06-11,Professional Services,Professional Services - Item 351,Apex Consulting Group,HR,24,3584.88,86037.12,Y,2024,5,Q2
PO-01977,2023-12-01,2023-12-20,2024-01-05,MRO,MRO - Item 697,FastTrack MRO,IT,48,533.06,25586.88,Y,2023,12,Q4
PO-01978,2023-02-25,2023-03-11,2023-04-08,MRO,MRO - Item 967,ProParts Inc,Marketing,34,980.12,33324.08,N,2023,2,Q1
PO-01979,2024-02-19,2024-03-09,2024-04-14,IT & Software,IT & Software - Item 505,DataCore Solutions,Operations,21,8581.68,180215.28,Y,2024,2,Q1
PO-01980,2023-01-08,2023-01-21,2023-01-28,MRO,MRO - Item 350,SafeGuard Equipment,R&D,45,739.63,33283.35,N,2023,1,Q1
PO-01981,2023-01-07,2023-01-27,2023-01-31,Professional Services,Professional Services - Item 317,Apex Consulting Group,Operations,32,5227.86,167291.52,Y,2023,1,Q1
PO-01982,2023-05-17,2023-06-03,2023-06-11,Raw Materials,Raw Materials - Item 923,AlphaMetals Ltd,Finance,36,4873.18,175434.48,Y,2023,5,Q2
PO-01983,2024-04-16,2024-05-01,2024-05-15,MRO,MRO - Item 767,ToolMaster Supply,Finance,16,991.63,15866.08,Y,2024,4,Q2
PO-01984,2023-05-25,2023-06-04,2023-06-23,Raw Materials,Raw Materials - Item 628,SteelCore Industries,HR,1,550.66,550.66,Y,2023,5,Q2
PO-01985,2023-10-13,2023-11-02,2023-12-10,MRO,MRO - Item 439,Industrial Direct,Sales,34,272.32,9258.88,N,2023,10,Q4
PO-01986,2023-11-25,2023-12-02,2024-01-06,Facilities,Facilities - Item 306,BuildRight Maintenance,Finance,4,2721.41,10885.64,N,2023,11,Q4
PO-01987,2023-08-15,2023-08-24,2023-09-26,Raw Materials,Raw Materials - Item 231,TechBridge Corp,Marketing,14,3215.76,45020.64,N,2023,8,Q3
PO-01988,2024-05-19,2024-06-05,2024-06-28,Logistics,Logistics - Item 405,SwiftLogistics Group,Operations,33,6521.09,215195.97,N,2024,5,Q2
PO-01989,2024-05-04,2024-05-14,2024-06-08,Raw Materials,Raw Materials - Item 738,SteelCore Industries,HR,25,4819.97,120499.25,Y,2024,5,Q2
PO-01990,2024-05-30,2024-06-08,2024-06-17,Professional Services,Professional Services - Item 607,StrategyFirst Partners,Marketing,31,15281.19,473716.89,Y,2024,5,Q2
PO-01991,2023-10-04,2023-10-09,2023-11-11,Raw Materials,Raw Materials - Item 962,AlphaMetals Ltd,Marketing,11,2524.23,27766.53,Y,2023,10,Q4
PO-01992,2024-03-16,2024-03-29,2024-04-25,Facilities,Facilities - Item 521,PrimeChem Solutions,Operations,33,1962.98,64778.34,Y,2024,3,Q1
PO-01993,2023-03-14,2023-04-03,2023-05-05,MRO,MRO - Item 866,Industrial Direct,IT,7,762.31,5336.17,Y,2023,3,Q1
PO-01994,2023-10-12,2023-10-27,2023-11-16,Facilities,Facilities - Item 114,BuildRight Maintenance,HR,28,209.3,5860.4,Y,2023,10,Q4
PO-01995,2023-10-16,2023-10-29,2023-11-14,IT & Software,IT & Software - Item 490,CloudTech Systems,Supply Chain,28,3969.27,111139.56,Y,2023,10,Q4
PO-01996,2023-04-14,2023-04-29,2023-05-05,Raw Materials,Raw Materials - Item 730,PrimeChem Solutions,Marketing,42,599.2,25166.4,N,2023,4,Q2
PO-01997,2023-10-23,2023-11-01,2023-11-17,IT & Software,IT & Software - Item 297,CloudTech Systems,Operations,44,6349.79,279390.76,Y,2023,10,Q4
PO-01998,2024-06-27,2024-07-17,2024-08-10,Professional Services,Professional Services - Item 165,StrategyFirst Partners,Operations,41,3576.78,146647.98,N,2024,6,Q2
PO-01999,2024-06-09,2024-06-23,2024-07-15,Professional Services,Professional Services - Item 169,HRPro Consultants,Operations,42,11109.98,466619.16,Y,2024,6,Q2
PO-02000,2024-02-02,2024-02-21,2024-03-07,Logistics,Logistics - Item 865,SwiftLogistics Group,Marketing,17,5510.88,93684.96,N,2024,2,Q1
PO-02001,2023-10-05,2023-10-17,2023-11-01,MRO,MRO - Item 103,Industrial Direct,IT,18,924.48,16640.64,Y,2023,10,Q4
PO-02002,2024-03-31,2024-04-05,2024-04-23,Raw Materials,Raw Materials - Item 201,SteelCore Industries,Supply Chain,10,2623.43,26234.3,Y,2024,3,Q1
PO-02003,2024-03-04,2024-03-21,2024-04-21,MRO,MRO - Item 430,SafeGuard Equipment,Sales,18,546.81,9842.58,Y,2024,3,Q1
PO-02004,2023-12-02,2023-12-08,2023-12-17,Professional Services,Professional Services - Item 495,StrategyFirst Partners,Operations,17,9234.14,156980.38,N,2023,12,Q4
PO-02005,2024-06-20,2024-07-07,2024-07-31,Logistics,Logistics - Item 461,AirCargo Solutions,Supply Chain,19,5402.76,102652.44,N,2024,6,Q2
PO-02006,2023-09-19,2023-09-24,2023-10-22,MRO,MRO - Item 247,PrecisionParts Co,Supply Chain,50,810.52,40526.0,Y,2023,9,Q3
PO-02007,2023-07-26,2023-08-02,2023-08-12,Raw Materials,Raw Materials - Item 563,PrimeChem Solutions,IT,15,4485.45,67281.75,Y,2023,7,Q3
PO-02008,2023-01-21,2023-02-08,2023-03-18,Office Supplies,Office Supplies - Item 162,OfficeWorld Ltd,Sales,18,80.49,1448.82,N,2023,1,Q1
PO-02009,2023-06-27,2023-07-04,2023-07-29,Raw Materials,Raw Materials - Item 317,GlobalMat Corp,HR,15,353.43,5301.45,Y,2023,6,Q2
