PO_ID,PO_Date,Invoice_Date,Payment_Date,Category,Item_Description,Supplier_Name,Business_Unit,Quantity,Unit_Price,Total_Cost,Contract_Flag,PO_Year,PO_Month,PO_Quarter,Payment_Cycle_Days,Is_Maverick,Year_Month,Calculated_Cost,Cost_Discrepancy
PO-03010,2024-04-06,2024-04-26,2024-05-21,Professional Services,Professional Services - Item 600,Financewise Advisory,Supply Chain,23,4190.33,96377.59,N,2024,4,Q2,45,1,2024-04,96377.59,0.0
PO-03011,2024-05-09,2024-05-15,2024-05-27,MRO,MRO - Item 545,Industrial Direct,IT,16,97.74,1563.84,N,2024,5,Q2,18,1,2024-05,1563.84,0.0
PO-03012,2023-01-09,2023-01-25,2023-02-22,MRO,MRO - Item 925,Proparts Inc,Operations,28,243.81,6826.68,Y,2023,1,Q1,44,0,2023-01,6826.68,0.0
PO-03013,2024-01-09,2024-01-26,2024-02-11,Professional Services,Professional Services - Item 121,Legaledge Associates,Marketing,36,7579.95,272878.2,N,2024,1,Q1,33,1,2024-01,272878.2,0.0
PO-03014,2023-04-14,2023-05-02,2023-05-11,Raw Materials,Raw Materials - Item 144,Lastmile Delivery,Operations,24,1551.03,37224.72,Y,2023,4,Q2,27,0,2023-04,37224.72,0.0
PO-03015,2023-04-05,2023-04-24,2023-05-06,Professional Services,Professional Services - Item 131,Financewise Advisory,Sales,15,3342.15,50132.25,N,2023,4,Q2,31,1,2023-04,50132.25,0.0
PO-03016,2024-03-26,2024-04-12,2024-04-17,IT & Software,IT & Software - Item 892,Cloudtech Systems,Sales,7,9993.64,69955.48,N,2024,3,Q1,22,1,2024-03,69955.48,0.0
PO-03017,2023-02-28,2023-03-13,2023-04-27,Raw Materials,Raw Materials - Item 373,Globalmat Corp,Operations,45,3770.11,169654.95,Y,2023,2,Q1,58,0,2023-02,169654.95,0.0
PO-03018,2023-06-08,2023-06-21,2023-07-19,Logistics,Logistics - Item 444,Swiftlogistics Group,Supply Chain,32,5143.02,164576.64,Y,2023,6,Q2,41,0,2023-06,164576.64,0.0
PO-03019,2023-11-10,2023-11-21,2023-12-23,IT & Software,IT & Software - Item 843,Datacore Solutions,Sales,47,5663.04,266162.88,N,2023,11,Q4,43,1,2023-11,266162.88,0.0
PO-03020,2023-04-22,2023-05-01,2023-05-15,Logistics,Logistics - Item 799,Lastmile Delivery,Supply Chain,29,5950.39,172561.31,N,2023,4,Q2,23,1,2023-04,172561.31,0.0
PO-03021,2023-10-14,2023-10-27,2023-11-24,Office Supplies,Office Supplies - Item 827,Deskpro Supplies,Operations,9,223.8,2014.2,N,2023,10,Q4,41,1,2023-10,2014.2,0.0
PO-03022,2023-02-01,2023-02-18,2023-03-23,Professional Services,Professional Services - Item 336,Apex Consulting Group,Marketing,43,7721.32,332016.76,Y,2023,2,Q1,50,0,2023-02,332016.76,0.0
PO-03023,2024-05-31,2024-06-20,2024-06-17,Raw Materials,Raw Materials - Item 893,Steelcore Industries,Operations,9,3465.04,31185.36,Y,2024,5,Q2,17,0,2024-05,31185.36,0.0
PO-03024,2023-10-26,2023-11-15,2023-12-06,IT & Software,IT & Software - Item 593,Datacore Solutions,Marketing,46,11242.61,517160.06,N,2023,10,Q4,41,1,2023-10,517160.06000000006,5.820766091346741e-11
PO-03025,2023-10-07,2023-10-18,2023-11-20,Raw Materials,Raw Materials - Item 848,Alphametals Ltd,Finance,15,4881.24,73218.6,N,2023,10,Q4,44,1,2023-10,73218.59999999999,1.4551915228366852e-11
PO-03026,2023-05-17,2023-05-23,2023-06-08,Professional Services,Professional Services - Item 112,Apex Consulting Group,IT,12,2233.29,26799.48,Y,2023,5,Q2,22,0,2023-05,26799.48,0.0
PO-03027,2023-05-22,2023-06-08,2023-07-20,MRO,MRO - Item 998,Safeguard Equipment,Operations,41,1045.63,42870.83,Y,2023,5,Q2,59,0,2023-05,42870.83,0.0
PO-03028,2024-01-27,2024-02-12,2024-02-12,Marketing,Marketing - Item 285,Brandboost Agency,Supply Chain,23,6687.23,153806.29,Y,2024,1,Q1,16,0,2024-01,153806.28999999998,2.9103830456733704e-11
PO-03029,2023-01-05,2023-01-16,2023-02-28,IT & Software,IT & Software - Item 961,Cloudtech Systems,IT,37,11872.99,439300.63,Y,2023,1,Q1,54,0,2023-01,439300.63,0.0
PO-03030,2023-08-27,2023-09-03,2023-09-28,Logistics,Logistics - Item 859,Localfreight Co,Operations,31,8530.45,264443.95,Y,2023,8,Q3,32,0,2023-08,264443.95,0.0
PO-03031,2023-11-15,2023-11-20,2024-01-09,Logistics,Logistics - Item 638,Quickship Ltd,Operations,43,7139.95,307017.85,Y,2023,11,Q4,55,0,2023-11,307017.85,0.0
PO-03032,2023-06-02,2023-06-12,2023-06-22,Logistics,Logistics - Item 871,Swiftlogistics Group,Operations,2,4976.28,9952.56,Y,2023,6,Q2,20,0,2023-06,9952.56,0.0
PO-03033,2023-05-05,2023-05-14,2023-05-22,Logistics,Logistics - Item 340,Quickship Ltd,Finance,42,5767.4,242230.8,Y,2023,5,Q2,17,0,2023-05,242230.8,0.0
PO-03034,2023-08-03,2023-08-19,2023-09-16,Raw Materials,Raw Materials - Item 556,Primechem Solutions,Marketing,47,2357.36,110795.92,N,2023,8,Q3,44,1,2023-08,110795.92000000001,1.4551915228366852e-11
PO-03035,2023-01-31,2023-02-07,2023-03-05,Raw Materials,Raw Materials - Item 576,Eastcoast Polymers,HR,28,4681.37,131078.36,Y,2023,1,Q1,33,0,2023-01,131078.36,0.0
PO-03036,2023-12-11,2023-12-29,2024-01-29,Raw Materials,Raw Materials - Item 605,Globalmat Corp,Operations,2,427.11,854.22,Y,2023,12,Q4,49,0,2023-12,854.22,0.0
PO-03037,2023-12-24,2024-01-07,2024-01-14,Logistics,Logistics - Item 443,Freightmaster Inc,Sales,1,4897.72,4897.72,Y,2023,12,Q4,21,0,2023-12,4897.72,0.0
PO-03038,2023-02-14,2023-02-24,2023-03-29,MRO,MRO - Item 613,Industrial Direct,Supply Chain,40,462.26,18490.4,Y,2023,2,Q1,43,0,2023-02,18490.4,0.0
PO-03039,2024-03-15,2024-03-28,2024-04-13,Office Supplies,Office Supplies - Item 883,Printmaster Co,Finance,3,176.22,528.66,Y,2024,3,Q1,29,0,2024-03,528.66,0.0
PO-03040,2023-11-28,2023-12-12,2023-12-25,Office Supplies,Office Supplies - Item 719,Deskpro Supplies,Supply Chain,32,418.57,13394.24,Y,2023,11,Q4,27,0,2023-11,13394.24,0.0
PO-03041,2023-07-26,2023-08-01,2023-08-26,Facilities,Facilities - Item 552,Buildright Maintenance,Marketing,46,2225.44,102370.24,N,2023,7,Q3,31,1,2023-07,102370.24,0.0
PO-03042,2024-03-05,2024-03-12,2024-04-28,IT & Software,IT & Software - Item 869,Techbridge Corp,Sales,24,6372.59,152942.16,N,2024,3,Q1,54,1,2024-03,152942.16,0.0
PO-03043,2023-03-30,2023-04-11,2023-05-12,Raw Materials,Raw Materials - Item 768,Northstar Composites,IT,28,1460.64,40897.92,Y,2023,3,Q1,43,0,2023-03,40897.920000000006,7.275957614183426e-12
PO-03044,2024-04-05,2024-04-23,2024-04-27,Logistics,Logistics - Item 858,Swiftlogistics Group,IT,11,2847.55,31323.05,Y,2024,4,Q2,22,0,2024-04,31323.050000000003,3.637978807091713e-12
PO-03045,2023-09-30,2023-10-13,2023-10-15,MRO,MRO - Item 550,Proparts Inc,Operations,16,1462.32,23397.12,N,2023,9,Q3,15,1,2023-09,23397.12,0.0
PO-03046,2023-01-03,2023-01-13,2023-02-24,MRO,MRO - Item 542,Proparts Inc,IT,33,1233.04,40690.32,Y,2023,1,Q1,52,0,2023-01,40690.32,0.0
PO-03047,2023-05-23,2023-06-12,2023-06-28,Professional Services,Professional Services - Item 220,Financewise Advisory,R&D,47,3927.34,184584.98,Y,2023,5,Q2,36,0,2023-05,184584.98,0.0
PO-03048,2023-05-25,2023-06-13,2023-06-30,MRO,MRO - Item 775,Mechsupply Ltd,R&D,16,57.65,922.4,Y,2023,5,Q2,36,0,2023-05,922.4,0.0
PO-03049,2024-06-02,2024-06-07,2024-07-11,Facilities,Facilities - Item 107,Cleanpro Services,Finance,20,661.27,13225.4,Y,2024,6,Q2,39,0,2024-06,13225.4,0.0
PO-03050,2023-01-01,2023-01-12,2023-01-17,Facilities,Facilities - Item 375,Cleanpro Services,HR,39,255.14,9950.46,Y,2023,1,Q1,16,0,2023-01,9950.46,0.0
PO-03051,2023-03-16,2023-03-29,2023-05-04,Facilities,Facilities - Item 731,Secureguard Systems,IT,9,1742.22,15679.98,Y,2023,3,Q1,49,0,2023-03,15679.98,0.0
PO-03052,2024-03-30,2024-04-16,2024-05-01,Facilities,Facilities - Item 201,Secureguard Systems,Operations,3,1209.01,3627.03,Y,2024,3,Q1,32,0,2024-03,3627.0299999999997,4.547473508864641e-13
PO-03053,2023-10-12,2023-11-01,2023-12-08,Professional Services,Professional Services - Item 416,Strategyfirst Partners,R&D,47,12581.76,591342.72,N,2023,10,Q4,57,1,2023-10,591342.72,0.0
PO-03054,2023-10-18,2023-11-05,2023-12-01,Raw Materials,Raw Materials - Item 290,Steelcore Industries,Marketing,25,1583.85,39596.25,N,2023,10,Q4,44,1,2023-10,39596.25,0.0
PO-03055,2023-03-23,2023-04-10,2023-05-09,Office Supplies,Office Supplies - Item 539,Deskpro Supplies,Marketing,48,185.25,8892.0,N,2023,3,Q1,47,1,2023-03,8892.0,0.0
PO-03056,2023-05-05,2023-05-12,2023-06-03,Logistics,Logistics - Item 356,Crossborder Express,IT,11,3952.98,43482.78,Y,2023,5,Q2,29,0,2023-05,43482.78,0.0
PO-03057,2023-04-22,2023-05-02,2023-06-16,Professional Services,Professional Services - Item 239,Strategyfirst Partners,Operations,17,12967.64,220449.88,Y,2023,4,Q2,55,0,2023-04,220449.88,0.0
PO-03058,2023-07-29,2023-08-03,2023-08-14,Professional Services,Professional Services - Item 572,Legaledge Associates,Supply Chain,11,2928.67,32215.37,N,2023,7,Q3,16,1,2023-07,32215.370000000003,3.637978807091713e-12
PO-03059,2023-05-06,2023-05-25,2023-06-16,Raw Materials,Raw Materials - Item 914,Globalmat Corp,Operations,33,1521.99,50225.67,N,2023,5,Q2,41,1,2023-05,50225.67,0.0
PO-03060,2024-05-09,2024-05-24,2024-06-11,Raw Materials,Raw Materials - Item 527,Globalmat Corp,Operations,42,3462.05,145406.1,N,2024,5,Q2,33,1,2024-05,145406.1,0.0
PO-03061,2023-08-25,2023-09-13,2023-10-21,IT & Software,IT & Software - Item 869,Datacore Solutions,Supply Chain,29,7856.31,227832.99,Y,2023,8,Q3,57,0,2023-08,227832.99000000002,2.9103830456733704e-11
PO-03062,2024-02-14,2024-02-23,2024-03-22,Office Supplies,Office Supplies - Item 108,Deskpro Supplies,IT,31,442.51,13717.81,N,2024,2,Q1,37,1,2024-02,13717.81,0.0
PO-03063,2024-05-27,2024-06-16,2024-06-15,IT & Software,IT & Software - Item 472,Techbridge Corp,Operations,22,11479.94,252558.68,Y,2024,5,Q2,19,0,2024-05,252558.68000000002,2.9103830456733704e-11
PO-03064,2023-03-05,2023-03-19,2023-04-12,MRO,MRO - Item 858,Proparts Inc,HR,33,703.13,23203.29,Y,2023,3,Q1,38,0,2023-03,23203.29,0.0
PO-03065,2023-10-10,2023-10-29,2023-11-04,Raw Materials,Raw Materials - Item 902,Eastcoast Polymers,Sales,45,425.67,19155.15,Y,2023,10,Q4,25,0,2023-10,19155.15,0.0
PO-03066,2023-08-26,2023-09-06,2023-10-07,IT & Software,IT & Software - Item 698,Softedge Inc,Operations,31,1732.34,53702.54,Y,2023,8,Q3,42,0,2023-08,53702.54,0.0
PO-03067,2023-02-08,2023-02-20,2023-03-10,MRO,MRO - Item 940,Fasttrack Mro,Operations,35,1165.56,40794.6,Y,2023,2,Q1,30,0,2023-02,40794.6,0.0
PO-03068,2023-01-21,2023-02-05,2023-03-11,Facilities,Facilities - Item 451,Buildright Maintenance,Supply Chain,2,1198.73,2397.46,Y,2023,1,Q1,49,0,2023-01,2397.46,0.0
PO-03069,2024-06-19,2024-07-08,2024-07-30,Logistics,Logistics - Item 359,Lastmile Delivery,Finance,7,2814.06,19698.42,Y,2024,6,Q2,41,0,2024-06,19698.42,0.0
PO-03070,2023-12-21,2024-01-09,2024-02-06,Logistics,Logistics - Item 829,Swiftlogistics Group,Operations,37,7954.45,294314.65,Y,2023,12,Q4,47,0,2023-12,294314.64999999997,5.820766091346741e-11
PO-03071,2023-04-02,2023-04-18,2023-04-30,IT & Software,IT & Software - Item 827,Infracloud Ltd,R&D,28,11093.05,310605.4,N,2023,4,Q2,28,1,2023-04,310605.39999999997,5.820766091346741e-11
PO-03072,2024-03-23,2024-03-31,2024-04-14,IT & Software,IT & Software - Item 893,Softedge Inc,Supply Chain,44,4278.78,188266.32,Y,2024,3,Q1,22,0,2024-03,188266.31999999998,2.9103830456733704e-11
PO-03073,2024-03-18,2024-04-01,2024-04-27,Raw Materials,Raw Materials - Item 240,Northstar Composites,Finance,46,4842.5,222755.0,Y,2024,3,Q1,40,0,2024-03,222755.0,0.0
PO-03074,2024-03-17,2024-03-23,2024-05-09,Logistics,Logistics - Item 192,Swiftlogistics Group,R&D,28,4973.19,139249.32,Y,2024,3,Q1,53,0,2024-03,139249.31999999998,2.9103830456733704e-11
PO-03075,2023-01-05,2023-01-20,2023-02-28,Raw Materials,Raw Materials - Item 976,Eastcoast Polymers,IT,49,506.48,24817.52,Y,2023,1,Q1,54,0,2023-01,24817.52,0.0
PO-03076,2023-05-11,2023-05-18,2023-06-18,Facilities,Facilities - Item 685,Facilitech Corp,IT,9,493.35,4440.15,Y,2023,5,Q2,38,0,2023-05,4440.150000000001,9.094947017729282e-13
PO-03077,2023-02-12,2023-02-18,2023-03-08,IT & Software,IT & Software - Item 196,Softedge Inc,IT,47,3446.16,161969.52,N,2023,2,Q1,24,1,2023-02,161969.52,0.0
PO-03078,2024-02-05,2024-02-16,2024-03-09,MRO,MRO - Item 849,Toolmaster Supply,Operations,44,564.03,24817.32,Y,2024,2,Q1,33,0,2024-02,24817.32,0.0
PO-03079,2023-05-15,2023-05-29,2023-06-19,MRO,MRO - Item 167,Toolmaster Supply,Operations,16,127.66,2042.56,Y,2023,5,Q2,35,0,2023-05,2042.56,0.0
PO-03080,2023-10-08,2023-10-19,2023-10-23,Facilities,Facilities - Item 855,Facilitech Corp,HR,23,232.2,5340.6,Y,2023,10,Q4,15,0,2023-10,5340.599999999999,9.094947017729282e-13
PO-03081,2023-09-10,2023-09-23,2023-10-11,Office Supplies,Office Supplies - Item 104,Printmaster Co,Sales,39,359.87,14034.93,N,2023,9,Q3,31,1,2023-09,14034.93,0.0
PO-03082,2023-11-06,2023-11-21,2024-01-03,Office Supplies,Office Supplies - Item 819,Officeworld Ltd,Sales,7,315.9,2211.3,Y,2023,11,Q4,58,0,2023-11,2211.2999999999997,4.547473508864641e-13
PO-03083,2023-09-05,2023-09-22,2023-10-18,Office Supplies,Office Supplies - Item 166,Printmaster Co,IT,32,216.7,6934.4,Y,2023,9,Q3,43,0,2023-09,6934.4,0.0
PO-03084,2024-03-24,2024-04-10,2024-04-19,Raw Materials,Raw Materials - Item 516,Northstar Composites,Finance,7,1721.42,12049.94,Y,2024,3,Q1,26,0,2024-03,12049.94,0.0
PO-03085,2024-03-14,2024-04-02,2024-04-09,Raw Materials,Raw Materials - Item 824,Steelcore Industries,Operations,48,5339.24,256283.52,N,2024,3,Q1,26,1,2024-03,256283.52,0.0
PO-03086,2023-02-22,2023-02-28,2023-03-24,Facilities,Facilities - Item 547,Cleanpro Services,Supply Chain,17,2369.29,40277.93,Y,2023,2,Q1,30,0,2023-02,40277.93,0.0
PO-03087,2023-06-11,2023-07-01,2023-07-24,Logistics,Logistics - Item 293,Crossborder Express,Sales,33,1621.42,53506.86,N,2023,6,Q2,43,1,2023-06,53506.86,0.0
PO-03088,2023-08-09,2023-08-17,2023-10-07,Professional Services,Professional Services - Item 251,Apex Consulting Group,Operations,3,5464.59,16393.77,N,2023,8,Q3,59,1,2023-08,16393.77,0.0
PO-03089,2024-03-28,2024-04-04,2024-04-17,MRO,MRO - Item 531,Toolmaster Supply,Finance,6,1512.1,9072.6,Y,2024,3,Q1,20,0,2024-03,9072.599999999999,1.8189894035458565e-12
PO-03090,2023-07-11,2023-07-24,2023-09-09,Marketing,Marketing - Item 954,Techbridge Corp,Supply Chain,21,8228.91,172807.11,Y,2023,7,Q3,60,0,2023-07,172807.11,0.0
PO-03091,2023-09-15,2023-09-22,2023-10-26,Raw Materials,Raw Materials - Item 358,Steelcore Industries,Finance,11,4268.31,46951.41,Y,2023,9,Q3,41,0,2023-09,46951.41,0.0
PO-03092,2023-05-31,2023-06-17,2023-07-13,Raw Materials,Raw Materials - Item 835,Northstar Composites,Operations,41,998.53,40939.73,Y,2023,5,Q2,43,0,2023-05,40939.729999999996,7.275957614183426e-12
PO-03093,2024-05-27,2024-06-04,2024-07-11,MRO,MRO - Item 157,Proparts Inc,Supply Chain,29,1336.5,38758.5,Y,2024,5,Q2,45,0,2024-05,38758.5,0.0
PO-03094,2023-08-12,2023-08-27,2023-09-04,Raw Materials,Raw Materials - Item 626,Steelcore Industries,Operations,4,3664.54,14658.16,Y,2023,8,Q3,23,0,2023-08,14658.16,0.0
PO-03095,2024-03-10,2024-03-24,2024-04-29,IT & Software,IT & Software - Item 573,Datacore Solutions,Finance,36,4996.3,179866.8,Y,2024,3,Q1,50,0,2024-03,179866.80000000002,2.9103830456733704e-11
PO-03096,2023-01-29,2023-02-16,2023-03-27,MRO,MRO - Item 976,Industrial Direct,Operations,19,1202.81,22853.39,Y,2023,1,Q1,57,0,2023-01,22853.39,0.0
PO-03097,2024-06-25,2024-07-06,2024-08-10,MRO,MRO - Item 421,Fasttrack Mro,Finance,13,529.03,6877.39,Y,2024,6,Q2,46,0,2024-06,6877.389999999999,9.094947017729282e-13
PO-03098,2023-03-11,2023-03-27,2023-05-10,Professional Services,Professional Services - Item 693,Apex Consulting Group,Marketing,26,11929.93,310178.18,N,2023,3,Q1,60,1,2023-03,310178.18,0.0
PO-03099,2024-02-23,2024-03-03,2024-03-29,MRO,MRO - Item 286,Fasttrack Mro,Supply Chain,15,1061.52,15922.8,N,2024,2,Q1,35,1,2024-02,15922.8,0.0
PO-03100,2024-02-09,2024-02-22,2024-02-29,Professional Services,Professional Services - Item 446,Legaledge Associates,Operations,12,17983.82,215805.84,Y,2024,2,Q1,20,0,2024-02,215805.84,0.0
PO-03101,2023-12-28,2024-01-10,2024-01-14,Logistics,Logistics - Item 171,Freightmaster Inc,Marketing,9,2027.02,18243.18,Y,2023,12,Q4,17,0,2023-12,18243.18,0.0
PO-03102,2023-10-19,2023-10-28,2023-12-04,Raw Materials,Raw Materials - Item 283,Steelcore Industries,Operations,3,3111.26,9333.78,N,2023,10,Q4,46,1,2023-10,9333.78,0.0
PO-03103,2023-05-27,2023-06-12,2023-07-19,Raw Materials,Raw Materials - Item 133,Steelcore Industries,Sales,43,1167.26,50192.18,Y,2023,5,Q2,53,0,2023-05,50192.18,0.0
PO-03104,2023-03-31,2023-04-15,2023-05-12,Professional Services,Professional Services - Item 302,Hrpro Consultants,Finance,9,10283.33,92549.97,Y,2023,3,Q1,42,0,2023-03,92549.97,0.0
PO-03105,2023-02-25,2023-03-02,2023-04-20,Office Supplies,Office Supplies - Item 151,Printmaster Co,Sales,49,252.28,12361.72,N,2023,2,Q1,54,1,2023-02,12361.72,0.0
PO-03106,2024-03-24,2024-03-29,2024-05-21,Logistics,Logistics - Item 796,Freightmaster Inc,R&D,20,5285.14,105702.8,Y,2024,3,Q1,58,0,2024-03,105702.8,0.0
PO-03107,2023-11-13,2023-11-23,2024-01-04,Raw Materials,Raw Materials - Item 442,Steelcore Industries,Sales,47,313.85,14750.95,Y,2023,11,Q4,52,0,2023-11,14750.95,0.0
PO-03108,2024-03-13,2024-03-28,2024-04-06,Raw Materials,Raw Materials - Item 558,Steelcore Industries,IT,10,1537.52,15375.2,N,2024,3,Q1,24,1,2024-03,15375.2,0.0
PO-03109,2023-06-12,2023-07-02,2023-07-07,Logistics,Logistics - Item 156,Freightmaster Inc,Supply Chain,35,6754.17,236395.95,Y,2023,6,Q2,25,0,2023-06,236395.95,0.0
PO-03110,2023-10-04,2023-10-12,2023-11-10,Logistics,Logistics - Item 405,Lastmile Delivery,Operations,28,3228.03,90384.84,Y,2023,10,Q4,37,0,2023-10,90384.84000000001,1.4551915228366852e-11
PO-03111,2024-01-31,2024-02-20,2024-03-19,Raw Materials,Raw Materials - Item 730,Softedge Inc,Supply Chain,33,4012.5,132412.5,Y,2024,1,Q1,48,0,2024-01,132412.5,0.0
PO-03112,2023-06-23,2023-07-09,2023-08-18,MRO,MRO - Item 185,Precisionparts Co,Finance,16,1097.67,17562.72,Y,2023,6,Q2,56,0,2023-06,17562.72,0.0
PO-03113,2024-06-16,2024-06-28,2024-08-04,Office Supplies,Office Supplies - Item 812,Officeworld Ltd,Supply Chain,20,153.87,3077.4,Y,2024,6,Q2,49,0,2024-06,3077.4,0.0
PO-03114,2023-08-29,2023-09-07,2023-09-17,Facilities,Facilities - Item 760,Cleanpro Services,Operations,13,862.9,11217.7,Y,2023,8,Q3,19,0,2023-08,11217.699999999999,1.8189894035458565e-12
PO-03115,2023-07-28,2023-08-07,2023-09-24,Logistics,Logistics - Item 263,Quickship Ltd,Operations,36,5981.51,215334.36,N,2023,7,Q3,58,1,2023-07,215334.36000000002,2.9103830456733704e-11
PO-03116,2023-01-29,2023-02-07,2023-03-08,Raw Materials,Raw Materials - Item 321,Primechem Solutions,Finance,41,950.75,38980.75,Y,2023,1,Q1,38,0,2023-01,38980.75,0.0
PO-03117,2023-03-16,2023-03-26,2023-05-07,Office Supplies,Office Supplies - Item 181,Printmaster Co,Sales,44,44.9,1975.6,N,2023,3,Q1,52,1,2023-03,1975.6,0.0
PO-03118,2023-06-21,2023-07-07,2023-08-14,Logistics,Logistics - Item 718,Swiftlogistics Group,HR,12,600.32,7203.84,Y,2023,6,Q2,54,0,2023-06,7203.84,0.0
PO-03119,2023-01-19,2023-01-24,2023-03-19,Facilities,Facilities - Item 107,Buildright Maintenance,Marketing,21,1275.6,26787.6,Y,2023,1,Q1,59,0,2023-01,26787.6,0.0
PO-03120,2023-01-06,2023-01-16,2023-02-03,IT & Software,IT & Software - Item 401,Netsecure Pro,Marketing,30,4433.05,132991.5,Y,2023,1,Q1,28,0,2023-01,132991.5,0.0
PO-03121,2023-11-13,2023-11-27,2023-12-18,Logistics,Logistics - Item 836,Swiftlogistics Group,Supply Chain,31,1404.6,43542.6,N,2023,11,Q4,35,1,2023-11,43542.6,0.0
PO-03122,2024-05-19,2024-06-08,2024-06-11,MRO,MRO - Item 244,Fasttrack Mro,R&D,46,1040.39,47857.94,Y,2024,5,Q2,23,0,2024-05,47857.94,0.0
PO-03123,2024-06-29,2024-07-10,2024-07-14,Marketing,Marketing - Item 389,Creativeworks Inc,Operations,43,15522.02,667446.86,Y,2024,6,Q2,15,0,2024-06,667446.86,0.0
PO-03124,2023-04-27,2023-05-07,2023-05-25,Raw Materials,Raw Materials - Item 371,Steelcore Industries,Sales,24,4635.07,111241.68,Y,2023,4,Q2,28,0,2023-04,111241.68,0.0
PO-03125,2023-03-19,2023-03-29,2023-04-05,Logistics,Logistics - Item 190,Aircargo Solutions,Finance,25,1425.28,35632.0,Y,2023,3,Q1,17,0,2023-03,35632.0,0.0
PO-03126,2023-08-14,2023-08-19,2023-09-29,Raw Materials,Raw Materials - Item 203,Primechem Solutions,Marketing,48,1328.77,63780.96,Y,2023,8,Q3,46,0,2023-08,63780.96,0.0
PO-03127,2023-03-27,2023-04-01,2023-05-19,Logistics,Logistics - Item 283,Swiftlogistics Group,IT,48,4642.63,222846.24,N,2023,3,Q1,53,1,2023-03,222846.24,0.0
PO-03128,2023-11-24,2023-11-30,2023-12-19,Raw Materials,Raw Materials - Item 729,Alphametals Ltd,Finance,29,1445.19,41910.51,Y,2023,11,Q4,25,0,2023-11,41910.51,0.0
PO-03129,2023-11-03,2023-11-14,2023-12-11,Raw Materials,Raw Materials - Item 179,Northstar Composites,Finance,2,1612.11,3224.22,Y,2023,11,Q4,38,0,2023-11,3224.22,0.0
PO-03130,2024-06-18,2024-06-28,2024-07-23,MRO,MRO - Item 660,Toolmaster Supply,Operations,21,51.22,1075.62,Y,2024,6,Q2,35,0,2024-06,1075.62,0.0
PO-03131,2023-10-26,2023-11-07,2023-11-10,Logistics,Logistics - Item 124,Swiftlogistics Group,Marketing,28,4299.41,120383.48,Y,2023,10,Q4,15,0,2023-10,120383.48,0.0
PO-03132,2024-04-05,2024-04-25,2024-04-25,MRO,MRO - Item 267,Safeguard Equipment,Finance,21,566.69,11900.49,Y,2024,4,Q2,20,0,2024-04,11900.490000000002,1.8189894035458565e-12
PO-03133,2024-03-28,2024-04-09,2024-05-26,Raw Materials,Raw Materials - Item 233,Northstar Composites,Operations,36,995.23,35828.28,N,2024,3,Q1,59,1,2024-03,35828.28,0.0
PO-03134,2023-01-12,2023-01-17,2023-03-02,MRO,MRO - Item 174,Fasttrack Mro,Supply Chain,28,1442.65,40394.2,Y,2023,1,Q1,49,0,2023-01,40394.200000000004,7.275957614183426e-12
PO-03135,2023-02-10,2023-02-17,2023-03-27,MRO,MRO - Item 836,Fasttrack Mro,Finance,31,1039.89,32236.59,Y,2023,2,Q1,45,0,2023-02,32236.590000000004,3.637978807091713e-12
PO-03136,2023-04-01,2023-04-18,2023-05-21,Logistics,Logistics - Item 299,Freightmaster Inc,Finance,29,5048.54,146407.66,Y,2023,4,Q2,50,0,2023-04,146407.66,0.0
PO-03137,2023-04-02,2023-04-09,2023-05-06,Raw Materials,Raw Materials - Item 352,Globalmat Corp,Supply Chain,43,2980.89,128178.27,Y,2023,4,Q2,34,0,2023-04,128178.26999999999,1.4551915228366852e-11
PO-03138,2024-06-17,2024-07-07,2024-07-28,Raw Materials,Raw Materials - Item 914,Steelcore Industries,R&D,18,5027.61,90496.98,N,2024,6,Q2,41,1,2024-06,90496.98,0.0
PO-03139,2024-02-16,2024-02-22,2024-04-01,Logistics,Logistics - Item 681,Swiftlogistics Group,Supply Chain,37,3773.1,139604.7,Y,2024,2,Q1,45,0,2024-02,139604.69999999998,2.9103830456733704e-11
PO-03140,2023-06-06,2023-06-17,2023-06-30,Professional Services,Professional Services - Item 668,Strategyfirst Partners,Operations,30,13882.29,416468.7,N,2023,6,Q2,24,1,2023-06,416468.7,0.0
PO-03141,2023-01-05,2023-01-16,2023-02-09,MRO,MRO - Item 846,Mechsupply Ltd,Finance,11,710.26,7812.86,Y,2023,1,Q1,35,0,2023-01,7812.86,0.0
PO-03142,2023-06-02,2023-06-18,2023-07-02,Raw Materials,Raw Materials - Item 825,Primechem Solutions,Sales,18,2746.06,49429.08,Y,2023,6,Q2,30,0,2023-06,49429.08,0.0
PO-03143,2024-05-29,2024-06-18,2024-07-27,Logistics,Logistics - Item 800,Quickship Ltd,Sales,13,2043.08,26560.04,N,2024,5,Q2,59,1,2024-05,26560.04,0.0
PO-03144,2023-01-17,2023-01-31,2023-03-18,Raw Materials,Raw Materials - Item 884,Steelcore Industries,Supply Chain,33,2139.02,70587.66,Y,2023,1,Q1,60,0,2023-01,70587.66,0.0
PO-03145,2024-01-29,2024-02-14,2024-03-27,MRO,MRO - Item 234,Fasttrack Mro,IT,15,539.22,8088.3,Y,2024,1,Q1,58,0,2024-01,8088.3,0.0
PO-03146,2023-09-03,2023-09-15,2023-10-02,IT & Software,IT & Software - Item 977,Netsecure Pro,Sales,10,5541.62,55416.2,Y,2023,9,Q3,29,0,2023-09,55416.2,0.0
